date,header,time,description,date_entity
21.05.18,תיעוד: פנה בניגוד לחוק - והתנגש בעוצמה בשתי מכוניות ,18:50,"נהג שנכנס לנתיב הנגדי התנגש בשני כלי רכב שנזרקו לכיוון המדרכה כתוצאה מהפגיעה. שישה נפצעו קל בתאונה הזו. לא רחוק משם, בצומת אחיהוד, משאית ","רועי רובינשטיין ואחיה ראב""ד  (תאריך: 21.05.18, שעה: 18:50)  "
18.05.18,הלילה: הרוג ופצוע קשה בשתי תאונות דרכים ,07:29,"בכביש 443 סמוך למחלף בן שמן נפגע הולך רגל בן 23 בתאונה שבה היו מעורבים שני רכבים. פרמדיקים של מד""א קבעו את מותו פינו שני פצועים נוספים במצב ","ynet  (תאריך: 18.05.18, שעה: 07:29) "
15.05.18,בן 26 נהרג בתאונה בין משאיות באיילון ,07:43,"התאונה אירעה סמוך לעלייה למחלף שבעת הכוכבים. פרמדיקים של מד""א נאלצו לקבוע את מותו של צעיר בן 26 ","רענן בן צור  (תאריך: 15.05.18, שעה: 07:43)  "
14.05.18,דלת נטרקה על אצבע. שופטת: זו תאונת דרכים ,17:46,"כרית האצבע של נהג שהגיע לחניה בנתב""ג נכרתה כשניסה להוציא תיק מהמושב האחורי. ביהמ""ש חייב את המדינה לפצות אותו ב-38 אלף שקל ","עו""ד שרית חרל""פ  (תאריך: 14.05.18, שעה: 17:46) "
14.05.18,"עבר באדום, הרג שלושה - וירצה פחות מ-4 שנות מאסר ",09:00,"לפואד אל עייסוי נמאס לחכות לאור ירוק בצומת להבים, והוא גרם לתאונה שתועדה ובה נהרגו נוסעי המכונית שלו. המדינה דרשה 10 שנות מאסר, אולם השופט ","אילנה קוריאל  (תאריך: 14.05.18, שעה: 09:00)  "
12.05.18,שני פצועים קשה בתאונה בין ניידת לרכב פרטי בנתיבי איילון ,10:52,צעיר וצעירה בשנות ה-20 לחייהם נפצעו באורח קשה כשרכב אזרחי התנגש בניידת משטרה שחנתה במקום. ארבעה בני אדם נוספים נפצעו באורח בינוני וקל ,"איתי בלומנטל  (תאריך: 12.05.18, שעה: 10:52) "
10.05.18,פגע ברכב בשולי הדרך – ולא ייאלץ לשלם דבר ,17:34,"""כלל"" פיצתה מבוטח שלה שנפגע כשעצר לתקן תקר בכביש מהיר. כשתבעה החזר מהנהג הפוגע התברר: האחריות לתאונה היא דווקא של הנפגע ","מערכת psakdin  (תאריך: 10.05.18, שעה: 17:34) "
07.05.18,בגלל מחדלי חקירה: זוכה נהג שפגע באופניים ,18:02,"חודשים אחרי תאונה בקריית אונו לא הגיע בוחן תאונות לזירה ולא נבדק הנזק למכונית. ביהמ""ש נאלץ להרשיע את הנהג רק באי-ציות לתמרור עצור ","עו""ד אליאס סיילס  (תאריך: 07.05.18, שעה: 18:02) "
07.05.18,לא כך נלחמים בנהגים המדברים בסלולרי ,15:13,"העולם העלה הילוך במאבק בתאונות הדרכים שנגרמות משימוש בטלפון נייד, וקרוב להתייחס לתופעה כנהיגה בשכרות. ומה עשו בישראל? הקימו ועדה ","ארז קיטה   (תאריך: 07.05.18, שעה: 15:13) "
07.05.18,תיעוד: התנגש במהירות ברכב - ונפצע קל בלבד ,11:15,"רוכב אופנוע הגיח במהירות לצומת פרדסיה ולא הבחין ברכב שעצר ברמזור אדום והתנגש בו בעוצמה. הוא עף והתגלגל עשרות מטרים, אך נפצע קל בלבד ","רענן בן צור  (תאריך: 07.05.18, שעה: 11:15)  "
30.04.18,"הורי הילד שנדרס למוות ע""י ניידת: לפתוח מחדש את החקירה ",07:00,"שנה וחצי אחרי שבנם נדרס למוות בתקוע מבקשים הוריו של חן בלוך ז""ל מהיועמ""ש לפתוח את התיק מחדש. ""לבוחן התנועה הייתה היכרות עם הנהג הדורס, ","אלישע בן קימון  (תאריך: 30.04.18, שעה: 07:00)  "
23.04.18,16 פצועים ב-4 חודשים: הצומת המסוכן בטירה ,23:04,"הצטלבות הכבישים 554 ו-444 אינה מרומזרת ואין בה כיכר. העירייה פנתה שוב ושוב לנתיבי ישראל בבקשה לפתרון. ראש העיר טוען: ""הודיעו לנו שתהיה ","חסן שעלאן  (תאריך: 23.04.18, שעה: 23:04)  "
23.04.18,מדוושים לאסון: 6 רוכבי אופניים חשמליים נהרגו השנה ,07:14,פחות מחמישה חודשים חלפו מתחילת 2018 ומספר רוכבי האופניים החשמליים שנהרגו בתאונות דרכים כבר משאיר אבק לנתון המקביל מהשנה שעברה. מתחילת השנה ,"אודי עציון  (תאריך: 23.04.18, שעה: 07:14)  "
20.04.18,"מוטי מורל הובא למנוחות: ""למדנו ממך לדבר מהלב"" ",15:03,"מאות ליוו את הפרסומאי והיועץ האסטרטגי שנהרג מפגיעת משאית בדרכו האחרונה. בנו נפרד בדמעות: ""חשבתי על זה שכל כך מתאים לך להופיע בסוף השבעה ","רועי רובינשטיין  (תאריך: 20.04.18, שעה: 15:03)  "
15.04.18,עבירת התנועה הכי קטלנית: אי מתן זכות קדימה ,16:17,"לא מהירות מופרזת, לא דיבור בסלולרי או נהיגה תחת השפעת אלכוהול. העבירה שגרמה להכי הרבה תאונות קטלניות וקשות קשורה ליחס בין האוחז בהגה להולך ","הלל פוסק  (תאריך: 15.04.18, שעה: 16:17) "
15.04.18,הפקרתם את רוכבי האופניים ,16:03,"כל שבועיים נהרג בישראל רוכב אופניים ויש לכך כמה סיבות: אין מספיק שבילים, אין חיוב בחבישת קסדה והממשלה אדישה. צריך לשים לזה סוף ","ארז קיטה  (תאריך: 15.04.18, שעה: 16:03) "
04.04.18,חשד: נהג פצע רוכב טרקטורון באורח קשה - ונמלט ברגל ,17:58,"נהג רכב פרטי ורוכב טרקטורון התנגשו בכביש 574 בין כפר כנא לבית רימון. צוות של מד""א פינה את הרוכב במצב קשה לבית החולים רמב""ם. כוחות משטרה ","אחיה ראב""ד  (תאריך: 04.04.18, שעה: 17:58) "
02.04.18,רבעון קטלני: 84 הרוגים בכבישים מתחילת השנה ,10:18,חודש מרץ הסתיים עם 22 הרוגים ברחבי הארץ בכבישים. המניין עומד על 84 מתחילת השנה לעומת 82 בתקופה המקבילה אשתקד. זה החודש השני ברציפות שבה ,"ynet  (תאריך: 02.04.18, שעה: 10:18)  "
01.04.18,רוכב אופנוע נהרג; בן 16 ללא רישיון נפצע קשה ,20:20,"שתי תאונות דרכים קשות בצפון. בעין זיוון החליק כלי רכב דו-גלגלי ומותו של הרוכב נקבע בביה""ח. ביציאה מכפר סמיע התנגש נער בעמוד חשמל ","אחיה ראב""ד  (תאריך: 01.04.18, שעה: 20:20) "
28.03.18,ירושלים: ילד בן 4 נהרג מפגיעת משאית  ,16:01,"צוות של מד""א שהוזעק לזירה בשכונת ג'בל מוכבר במזרח העיר קבע את מותו של הילד. המשטרה חוקרת ","ישי פורת  (תאריך: 28.03.18, שעה: 16:01) "
25.03.18,"""מחפשים נהגים על קטנות"": המצלמות החדשות בכבישים ",14:46,"עשרות מצלמות מתקדמות שהוצבו במוקדי סיכון יתעדו נהגים שמדברים בטלפון הנייד וכן עבירות ביריונות בכביש. יש נהגים המתנגדים, אבל לעומתם רבים ","רענן בן צור   (תאריך: 25.03.18, שעה: 14:46)  "
23.03.18,"חשוד ב""פגע וברח"": נכדו של ראש ארגון פשע ",13:13,ביום שלישי נפצע אנוש תושב חולון לאחר שנפגע מאופנוע ועליו שני בני אדם שנמלטו מהמקום. למחרת נעצר חשוד במעורבות במעשה. אתמול נעצר חשוד נוסף ,"איתי בלומנטל   (תאריך: 23.03.18, שעה: 13:13) "
21.03.18,בת 4 נהרגה בתאונה בי-ם על-ידי קרוב משפחתה ,17:41,ילדה משכונת ראס אל-עמוד נפצעה אנושות בתאונת דרכים והגיעה להדסה הר הצופים ללא רוח חיים. הנהג הפוגע נעצר ,"ישי פורת  (תאריך: 21.03.18, שעה: 17:41) "
20.03.18,רוכב אופנוע נהרג בהתנגשות עם מערבל בטון ליד כפר סבא ,19:16,חובשים ופרמדיקים שהגיעו לזירת התאונה בכביש 55 קבעו את מותו של רוכב האופנוע. המשטרה חוקרת את נסיבות התאונה ,"רענן בן צור  (תאריך: 20.03.18, שעה: 19:16) "
20.03.18,בוקר של תאונות: פצוע אנוש ו-22 פצועים קל ,08:07,"בכביש 4 במחלף ראשון לציון התנגש רוכב אופנוע ברכב שעמד בשולי הדרך ופונה במצב אנוש. בתאונה בין רכב פרטי למסחרי בכביש 6 נפצעו 15 בני אדם, 2 ","רענן בן צור  (תאריך: 20.03.18, שעה: 08:07)  "
19.03.18,נוסע ירד מאוטובוס ונפגע ממכונית – מי יפצה? ,18:07,בית המשפט העליון נדרש להכריע במחלוקת לגבי נוסע שנפצע פחות משנייה אחרי שירד לכביש. השופטת יעל וילנר קבעה: נהג הרכב הפרטי אחראי ,"עו""ד אסף ורשה  (תאריך: 19.03.18, שעה: 18:07) "
18.03.18,טבריה: בת 3 נהרגה מפגיעת רכב ,20:21,"צוות מד""א ביצע פעולות החייאה בילדה אליאן יצחקי ופינה אותה לבית החולים פוריה בעיר, אך שם נאלצו הרופאים לקבוע את מותה. בנתיבי איילון נפצע קשה ","אחיה ראב""ד ואיתי בלומנטל  (תאריך: 18.03.18, שעה: 20:21)  "
16.03.18,שלושה פצועים קשה בתאונה בים המלח ,12:36,"מסוק מד""א ושני מסוקים צבאיים הוזנקו לזירת התאונה בכביש 90 סמוך למלון לאונרדו לאחר שהתרחשה שם תאונה חזיתית בין שני כלי רכב. בן 4, בת 14 במצב ","אילנה קוריאל  (תאריך: 16.03.18, שעה: 12:36)  "
11.03.18,צעיר נהרג בתאונה ליד מחלף קסם ,08:59,בן 27 מעכו נפצע בהתנגשות בין שני כלי רכב הלילה בכביש 444. הוא פונה לבילינסון במצב קשה ושם מת. שני בני אדם נוספים נפצעו באורח קל ,"רענן בן צור  (תאריך: 11.03.18, שעה: 08:59)  "
11.03.18,"אחרי התאונה, קצין במעצר: ""סירב לבדיקת שכרות והורגש ריח חריף מפיו"" ",01:01,"סרן אינו טדסה, איש קבע המשרת כמהנדס, הוא החשוד בדריסתו למוות של רוכב אופניים באזור השרון בשבת בבוקר. נציג המשטרה טען בדיון הארכת מעצרו כי ","שחר חי  (תאריך: 11.03.18, שעה: 01:01)  "
10.03.18,"קצין צה""ל נעצר: ""נהג בשכרות, דרס למוות רוכב אופניים - וברח"" ",17:07,"לבית המשפט השלום בראשון לציון יובא הקצין, בן 29 מחדרה, בחשד שבשעות הבוקר דרס למוות רוכב אופניים בצומת העוגן בשרון בתאונת ""פגע וברח"". המשטרה ","רענן בן צור  (תאריך: 10.03.18, שעה: 17:07) "
04.03.18,יותר מהרוג ליום: חודש פברואר קטלני בכבישים ,15:01,"33 בני אדם נהרגו ברחבי הארץ בתאונות דרכים בחודש האחרון, שמונה יותר ממספר ההרוגים בחודש המקביל אשתקד. שנת 2017 הסתיימה בירידה בהשוואה לשנה ","ynet  (תאריך: 04.03.18, שעה: 15:01)  "
01.03.18,מזל כפול: פעוט נפל מרכב ומנהל מחלקת ילדים טיפל בו ,17:50,"הפעוט לא היה חגור ונפל לאחר שפתח את דלת הרכב בגן יבנה. למרבה המזל, מנהל מחלקת הילדים בביה""ח אסותא באשדוד נסע מאחוריו והעניק לו טיפול: ""זה לא ","מתן צורי   (תאריך: 01.03.18, שעה: 17:50) "
01.03.18,הסדר טיעון: פחות מחמש שנות מאסר לנהג שהרג וברח ,11:05,"בית המשפט התבקש לאשר את עונשו של אליהו בראון (22), שנהג ללא רישיון באילת, דרס תייר רוסי, ניסה להימלט ובדמו נמצאו שרידי קנאביס. נוסעת שהייתה ","אילנה קוריאל   (תאריך: 01.03.18, שעה: 11:05)  "
